coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized,liquidity_ratio,volatility_score,avg_abs_change,turnover_rate,market_dominance,momentum_short,momentum_medium,momentum_long,momentum_consistency,liquidity_class
XSGD,XSGD,0.737151,0.0,0.003,0.002,2206838.0,180464893.0,2022-03-17,1.7884517788684853e-05,3.809164025041497e-05,0.0001477999180085,0.012228627758641123,0.0015275252316519468,0.0016666666666666668,3.809164025041497e-05,0.004805599621506567,0.0,0.003,0.002,0,Medium
Divi,DIVI,0.064853595251,0.018,0.036,-0.008,202892.0,180441034.0,2022-03-17,1.5734568001957028e-06,3.502064525663957e-06,0.0001477691723365,0.001124422729699055,0.022120880030716075,0.020666666666666663,3.502064525663957e-06,0.0048049642801974435,0.018,0.036,-0.008,0,Low
JOE,JOE,0.982235,-0.011,0.1119999999999999,-0.033,47914853.0,180295364.0,2022-03-17,2.3830666090113087e-05,0.0008270454574044,0.0001475814560854,0.2657575432721609,0.07814303125252645,0.05199999999999997,0.0008270454574044478,0.004801085233778898,-0.011,0.1119999999999999,-0.033,0,High
Radicle,RAD,4.33,-0.0,-0.022,-0.065,7819981.0,178613189.0,2022-03-17,0.0001050530517551,0.0001349785997055,0.0001454137373737,0.04378165489223755,0.03306055050963308,0.028999999999999998,0.00013497859970558796,0.004756290595836172,-0.0,-0.022,-0.065,0,Medium
SuperFarm,SUPER,0.612438,-0.002,0.012,-0.062,13815815.0,176123468.0,2022-03-17,1.485877154202649e-05,0.0002384710861179,0.000142205382239,0.07844391867187171,0.039310727967481515,0.025333333333333333,0.00023847108611791483,0.004689991815522945,-0.002,0.012,-0.062,0,Medium
Pundi X [OLD],NPXS,0.000739037314,0.005,0.23,-0.0559999999999999,3233.81,175021533.0,2022-03-17,1.793024695716205e-08,5.581792916298996e-08,0.0001407853842491,1.8476640814247695e-05,0.15063310835713814,0.09699999999999998,5.581792916298996e-08,0.004660648388494593,0.005,0.23,-0.0559999999999999,0,Low
Aragon,ANT,4.6,0.005,-0.0069999999999999,-0.032,20342438.0,174947342.0,2022-03-17,0.0001116037039453,0.0003511253794398,0.0001406897787271,0.11627749108643216,0.018876793513023706,0.014666666666666633,0.0003511253794398914,0.0046586727563614275,0.005,-0.0069999999999999,-0.032,0,High
Reserve Rights Token,RSR,0.013289915359,-0.003,-0.037,0.016,62606911.0,174938398.0,2022-03-17,3.224355682703023e-07,0.0010806411394953,0.0001406782531271,0.35787975490663865,0.0268514431641951,0.018666666666666668,0.0010806411394953992,0.00465843458658613,-0.003,-0.037,0.016,0,High
Moonriver,MOVR,51.56,0.001,0.0579999999999999,-0.063,19258945.0,174781398.0,2022-03-17,0.0012509319515464,0.0003324234966692,0.0001404759365799,0.11018875704381309,0.06053373714990119,0.040666666666666636,0.0003324234966692291,0.0046542538335984755,0.001,0.0579999999999999,-0.063,0,High
BTSE Token,BTSE,8.47,0.017,0.0069999999999999,0.088,182389.0,171754643.0,2022-03-17,0.0002054963853383,3.1481677285024714e-06,0.0001365755377217,0.001061915979761898,0.044162578427140504,0.0373333333333333,3.1481677285024714e-06,0.004573654374941477,0.017,0.0069999999999999,0.088,1,Low
Ergo,ERG,3.26,-0.006,0.002,0.004,1480738.0,170208459.0,2022-03-17,7.90930597420964e-05,2.555862242770832e-05,0.0001345830625104,0.008699555878124718,0.0052915026221291815,0.004,2.5558622427708317e-05,0.004532481041327058,-0.006,0.002,0.004,0,Low
Rari Governance Token,RGT,15.15,-0.0,0.016,-0.064,109283.0,170001175.0,2022-03-17,0.0003675643728591,1.8863046229429163e-06,0.0001343159479679,0.0006428367333343432,0.04233202097703345,0.02666666666666667,1.8863046229429163e-06,0.0045269612757073575,-0.0,0.016,-0.064,0,Low
Request,REQ,0.219206,-0.002,0.006,0.093,11689099.0,169969973.0,2022-03-17,5.31830464550437e-06,0.0002017624102718,0.0001342757398093,0.06877155296129864,0.05269092268439919,0.03366666666666667,0.00020176241027183934,0.0045261303976518105,-0.002,0.006,0.093,0,Medium
Cartesi,CTSI,0.321965,0.003,0.033,0.0,17202782.0,167831024.0,2022-03-17,7.811410084074264e-06,0.0002969326172788,0.0001315194036547,0.10250060799247701,0.018248287590894658,0.012000000000000002,0.0002969326172788008,0.004469172324899002,0.003,0.033,0.0,0,High
Aurora,AURORA,7.35,-0.001,0.072,-0.069,1298850.0,167615843.0,2022-03-17,0.0001783233095864,2.2419102326156923e-05,0.0001312421127188,0.007748969171130202,0.07051477386571792,0.04733333333333334,2.241910232615692e-05,0.004463442270066922,-0.001,0.072,-0.069,0,Low
Veritaseum,VERI,77.68,-0.064,0.032,0.3279999999999999,61535.04,167034953.0,2022-03-17,0.0018846468967624,1.062139860957123e-06,0.0001304935543807,0.00036839618831155656,0.20432653604789885,0.1413333333333333,1.062139860957123e-06,0.0044479737503026,-0.064,0.032,0.3279999999999999,0,Low
Power Cash,PRCH,0.000580255891,0.004,0.057,-0.034,121835.0,165663549.0,2022-03-17,1.407794371145932e-08,2.102961336495614e-06,0.0001287263077433,0.0007354363753247856,0.04570557952810576,0.03166666666666667,2.102961336495614e-06,0.004411454633294436,0.004,0.057,-0.034,0,Low
MMFinance,MMF,1.2,-0.002,0.091,0.381,46298812.0,165134827.0,2022-03-17,2.911400969826588e-05,0.0007991514060957,0.000128044975199,0.28036976112858375,0.19976569608752484,0.158,0.0007991514060957785,0.004397375295198011,-0.002,0.091,0.381,0,High
sBTC,SBTC,40716.13,0.0,0.005,-0.0279999999999999,2583416.0,165066520.0,2022-03-17,0.9878415043014732,4.459165235017978e-05,0.0001279569520373,0.015650757040252622,0.017785762095938743,0.010999999999999966,4.459165235017978e-05,0.004395556348100382,0.0,0.005,-0.0279999999999999,0,Medium
Numeraire,NMR,27.87,0.0,-0.009,-0.036,3832085.0,164787989.0,2022-03-17,0.0006761728760424,6.614459386190172e-05,0.0001275980257303,0.0232546378122255,0.018734993995195192,0.015,6.614459386190172e-05,0.004388139346123284,0.0,-0.009,-0.036,0,Medium
Alchemy Pay,ACH,0.040004817834,0.005,-0.013,-0.045,6824925.0,164599197.0,2022-03-17,9.7058384385966e-07,0.0001178032043294,0.0001273547407266,0.041463902159862905,0.02532455988429677,0.021,0.0001178032043294811,0.004383112003970129,0.005,-0.013,-0.045,0,Medium
FEG Token BSC,FEG,3.893e-09,0.025,-0.023,-0.013,270143.0,163269693.0,2022-03-17,5.844637454154741e-14,4.662866042803256e-06,0.0001256414881232,0.0016545814170177927,0.025324559884296775,0.02033333333333333,4.662866042803256e-06,0.0043477086420586715,0.025,-0.023,-0.013,0,Low
inSure DeFi,SURE,0.006161036427,0.006,0.03,0.132,1159883.0,162967567.0,2022-03-17,1.4947702608640077e-07,2.002043012154588e-05,0.0001252521563453,0.00711726278640461,0.06690291473471092,0.056,2.002043012154588e-05,0.004339663328828429,0.006,0.03,0.132,1,Low
Multichain,MULTI,8.85,-0.001,-0.033,-0.243,841002.0,162445121.0,2022-03-17,0.0002147158217542,1.451631050121463e-05,0.0001245789113083,0.005177145332668994,0.13145848520857578,0.09233333333333334,1.451631050121463e-05,0.00432575111433551,-0.001,-0.033,-0.243,1,Low
Bifrost,BFC,0.149851,-0.0,0.005,-0.026,1897563.0,159291451.0,2022-03-17,3.635636191237445e-06,3.275332722587621e-05,0.0001205149646502,0.011912522537069488,0.016643316977093238,0.010333333333333333,3.27533272258762e-05,0.004241772036153491,-0.0,0.005,-0.026,0,Medium
Ion,ION,7395.39,-0.037,0.048,-0.139,417792.0,157510201.0,2022-03-17,0.1794245470405678,7.211395926434733e-06,0.000118219573888,0.002652475822819882,0.09362869930386375,0.07466666666666667,7.211395926434733e-06,0.004194339130043556,-0.037,0.048,-0.139,0,Low
World Mobile Token,WMT,0.668572,0.001,0.022,-0.0559999999999999,1060965.0,156579542.0,2022-03-17,1.6220676394046093e-05,1.831303299031534e-05,0.0001170202890761,0.006775885191949277,0.040360872141221076,0.026333333333333302,1.831303299031534e-05,0.004169556611605736,0.001,0.022,-0.0559999999999999,0,Low
Poollotto.finance,PLT,17.97,0.015,0.021,0.036,701074.0,156426727.0,2022-03-17,0.0004359822957346,1.2101050732731369e-05,0.0001168233654891,0.004481804442536217,0.010816653826391966,0.024000000000000004,1.2101050732731369e-05,0.004165487300982752,0.015,0.021,0.036,1,Low
Mango,MNGO,0.150121,0.001,0.015,-0.017,491181.0,156098438.0,2022-03-17,3.642186843427656e-06,8.478143819274036e-06,0.0001164003190117,0.0031466106022149947,0.016041612554021287,0.011000000000000001,8.478143819274036e-06,0.004156745293227566,0.001,0.015,-0.017,0,Low
AscendEx Token,ASD,0.209002,-0.002,-0.001,-0.047,1996023.0,155507488.0,2022-03-17,5.070738516063959e-06,3.445281894165047e-05,0.0001156387969508,0.01283554268460693,0.02627419519858474,0.016666666666666666,3.445281894165047e-05,0.004141008885724035,-0.002,-0.001,-0.047,1,Medium
Reef Finance,REEF,0.008484927042,0.002,0.005,-0.022,15128863.0,154953141.0,2022-03-17,2.0585850440847507e-07,0.0002611352563232,0.0001149244429956,0.09763508440270985,0.01479864858694874,0.009666666666666665,0.0002611352563232162,0.004126247179504624,0.002,0.005,-0.022,0,High
Storj,STORJ,1.06,0.003,0.0279999999999999,0.076,22799371.0,153045067.0,2022-03-17,2.571737522926769e-05,0.0003935338425692,0.0001124656216998,0.14897161631482053,0.0370989667421255,0.03566666666666663,0.0003935338425692071,0.004075437077108661,0.003,0.0279999999999999,0.076,1,High
FEG Token,FEG,3.712e-09,-0.012,0.005,0.001,596220.0,152507971.0,2022-03-17,5.4055011406628345e-14,1.0291193893753152e-05,0.0001117734980805,0.003909435002580947,0.008888194417315589,0.006000000000000001,1.029119389375315e-05,0.004061134747766894,-0.012,0.005,0.001,0,Low
Tokamak Network,TON,3.63,0.001,0.018,-0.049,3175683.0,152418252.0,2022-03-17,8.806987941016304e-05,5.481461456860838e-05,0.00011165788255,0.02083531964400169,0.034828149534535995,0.02266666666666667,5.481461456860838e-05,0.00405874562052295,0.001,0.018,-0.049,0,Medium
BNB48 Club Token,KOGE,75.36,0.0,0.0,0.0,3175683.0,151006279.0,2022-03-17,0.0018283598112761,5.481461456860838e-05,0.0001098383570591,0.021030138753369322,0.0,0.0,5.481461456860838e-05,0.004021146191616976,0.0,0.0,0.0,1,Medium
Akash Network,AKT,1.14,0.013,0.039,0.005,1488453.0,150977820.0,2022-03-17,2.7658309211552368e-05,2.5691788978461907e-05,0.0001098016836412,0.009858752762491868,0.017776388834631177,0.019,2.5691788978461907e-05,0.004020388356908214,0.013,0.039,0.005,1,Medium
Origin Dollar,OUSD,0.996761,-0.001,0.003,-0.005,384674.0,150877504.0,2022-03-17,2.4183091177946427e-05,6.639754989577001e-06,0.000109672412388,0.002549578232683383,0.004,0.0030000000000000005,6.639754989577001e-06,0.004017717042152103,-0.001,0.003,-0.005,0,Low
Verge,XVG,0.009119355152,0.0,-0.001,-0.1369999999999999,3989138.0,150565690.0,2022-03-17,2.2125079288367058e-07,6.885544367337334e-05,0.0001092705962617,0.02649433612664346,0.07880989785553584,0.045999999999999965,6.885544367337334e-05,0.004009413747170621,0.0,-0.001,-0.1369999999999999,0,Medium
VeThor Token,VTHO,0.003276533427,-0.002,0.01,0.021,5281032.0,149610423.0,2022-03-17,7.94941524026244e-08,9.115448034469656e-05,0.0001080396005861,0.0352985567055044,0.011503622617824932,0.011000000000000001,9.115448034469657e-05,0.0039839759423027366,-0.002,0.01,0.021,0,Medium
Merit Circle,MC,2.12,-0.001,0.015,0.035,9053682.0,149412537.0,2022-03-17,5.14347504945397e-05,0.0001562731825741,0.0001077845966863,0.0605951962384522,0.01803699901129158,0.017,0.00015627318257418874,0.003978706436024296,-0.001,0.015,0.035,0,Medium
USDX,USDX,0.972184,0.0069999999999999,0.006,0.003,633490.0,148673012.0,2022-03-17,2.35868119969138e-05,1.0934501391690455e-05,0.0001068316148739,0.004260961633036667,0.0020816659994660927,0.0053333333333333,1.0934501391690455e-05,0.003959013624857447,0.0069999999999999,0.006,0.003,1,Low
Band Protocol,BAND,3.57,0.001,-0.012,-0.043,14710862.0,148621625.0,2022-03-17,8.661417892344954e-05,0.0002539202529037,0.0001067653955083,0.0989819752004461,0.02260530911091463,0.018666666666666665,0.0002539202529037021,0.003957645240438488,0.001,-0.012,-0.043,0,High
aelf,ELF,0.320715,-0.001,0.0069999999999999,-0.038,6682894.0,148069098.0,2022-03-17,7.781082990601064e-06,0.0001153516452406,0.0001060533868786,0.04513361727914355,0.024006943440041083,0.015333333333333301,0.00011535164524068224,0.003942931998998934,-0.001,0.0069999999999999,-0.038,0,Medium
Biconomy,BICO,1.29,-0.006,-0.018,-0.0,30433864.0,147807938.0,2022-03-17,3.129756042833614e-05,0.0005253107835364,0.0001057168455444,0.2059014178250697,0.00916515138991168,0.008,0.0005253107835364695,0.00393597756937947,-0.006,-0.018,-0.0,0,High
OriginTrail,TRAC,0.403433,-0.01,0.006,-0.093,1641938.0,147741339.0,2022-03-17,9.787960204933868e-06,2.834105249659733e-05,0.0001056310233806,0.011113599017807738,0.05314445722117531,0.036333333333333336,2.8341052496597332e-05,0.003934204104613708,-0.01,0.006,-0.093,0,Medium
Beldex,BDX,0.09810351345,0.005,-0.0289999999999999,0.3779999999999999,270960.0,147183281.0,2022-03-17,2.3801555019535142e-06,4.676968061204511e-06,0.0001049118872807,0.001840969967234254,0.22580744009000228,0.13733333333333328,4.676968061204511e-06,0.003919343578175589,0.005,-0.0289999999999999,0.3779999999999999,0,Low
Orchid Protocol,OXT,0.245431,0.0,0.035,0.06,16831078.0,145268599.0,2022-03-17,5.954567066572067e-06,0.0002905167339889,0.000102444550649,0.11586177684552461,0.03013856886670854,0.03166666666666667,0.00029051673398893527,0.003868357511348145,0.0,0.035,0.06,0,High
StarLink,STARL,1.4478205e-05,0.002,0.003,-0.023,6019692.0,144516643.0,2022-03-17,3.5122949676192827e-10,0.0001039042929668,0.0001014755497474,0.04165397060876926,0.014730919862656237,0.009333333333333334,0.00010390429296681543,0.0038483336750832734,0.002,0.003,-0.023,0,Medium
GPEX,GPX,3.77,-0.002,-0.017,-0.061,166864.0,144310185.0,2022-03-17,9.146651387916124e-05,2.8801948574137496e-06,0.0001012094996219,0.0011562870631757558,0.030664855018951796,0.02666666666666667,2.8801948574137496e-06,0.003842835905017508,-0.002,-0.017,-0.061,1,Low
Kishu Inu,KISHU,1.484e-09,-0.0,-0.039,0.073,5930373.0,143713655.0,2022-03-17,0.0,0.0001023625816062,0.0001004407869475,0.04126520197402258,0.05685361319505853,0.03733333333333333,0.0001023625816062503,0.003826950907694415,-0.0,-0.039,0.073,0,Medium
Beta Finance,BETA,0.390171,0.001,0.0069999999999999,-0.087,16200954.0,140529092.0,2022-03-17,9.466201874020623e-06,0.0002796403322226,9.633703032064928e-05,0.1152854100843404,0.052624455658309,0.03166666666666663,0.0002796403322226287,0.0037421491798178253,0.001,0.0069999999999999,-0.087,0,High
Ark,ARK,0.855048,0.008,0.024,-0.053,2191914.0,139681382.0,2022-03-17,2.0744896460052567e-05,3.7834041079521055e-05,9.524463694354071e-05,0.01569224164749458,0.040632499307820084,0.028333333333333332,3.7834041079521055e-05,0.003719575510294483,0.008,0.024,-0.053,0,Medium
TrueFi,TRU,0.214734,0.095,0.1939999999999999,0.242,14102206.0,137832596.0,2022-03-17,5.209806435894656e-06,0.0002434144045413,9.286221656146308e-05,0.10231401286238562,0.07495998932764063,0.17699999999999996,0.00024341440454135897,0.003670344188045858,0.095,0.1939999999999999,0.242,1,High
STASIS EURO,EURS,1.11,-0.001,0.005,0.001,5583658.0,137830475.0,2022-03-17,2.6930458968195617e-05,9.637802675925988e-05,9.285948335511558e-05,0.04051105533808833,0.003055050463303893,0.0023333333333333335,9.637802675925989e-05,0.003670287707937025,-0.001,0.005,0.001,0,Medium
Acala,ACA,1.08,0.002,-0.0139999999999999,-0.054,8839438.0,137419617.0,2022-03-17,2.620260872483886e-05,0.0001525751742138,9.23300351262023e-05,0.06432442611159365,0.02884441020371193,0.0233333333333333,0.00015257517421389682,0.0036593469702873318,0.002,-0.0139999999999999,-0.054,0,Medium
Keep3rV1,KP3R,361.53,0.003,0.003,-0.032,19120535.0,135737507.0,2022-03-17,0.0087713232826562,0.0003300344386925,9.01624001760801e-05,0.14086405019947804,0.0202072594216369,0.012666666666666666,0.0003300344386925856,0.0036145540632296007,0.003,0.003,-0.032,0,High
Magic,MAGIC,2.66,-0.002,-0.045,-0.054,4586490.0,135701244.0,2022-03-17,6.45360548749613e-05,7.91661767162455e-05,9.01156702082443e-05,0.03379843739678613,0.027790885796126277,0.03366666666666667,7.91661767162455e-05,0.0036135884158054517,-0.002,-0.045,-0.054,1,Medium
Hxro,HXRO,0.304276,0.0,-0.003,-0.066,71104.14,133744124.0,2022-03-17,7.382245318916341e-06,1.227309535722668e-06,8.759364625405392e-05,0.0005316430948398152,0.03726929030716845,0.023000000000000003,1.227309535722668e-06,0.003561472267479345,0.0,-0.003,-0.066,0,Low
Sperax,SPA,0.170244,-0.004,0.026,-0.026,911737.0,133654459.0,2022-03-17,4.130404524996589e-06,1.5737248410165402e-05,8.747810031008908e-05,0.006821598073282389,0.026102362600602523,0.018666666666666665,1.5737248410165402e-05,0.003559084578201396,-0.004,0.026,-0.026,0,Low
MaidSafeCoin,MAID,0.295224,0.001,0.001,-0.067,7810.13,133599281.0,2022-03-17,7.16262863882083e-06,1.3480856423034837e-07,8.740699570856014e-05,5.8459371499162484e-05,0.03925981830489455,0.023000000000000003,1.3480856423034834e-07,0.0035576152432437347,0.001,0.001,-0.067,0,Low
flexUSD,FLEXUSD,1.0,-0.0,-0.005,0.002,312664.0,132659636.0,2022-03-17,2.4261674742554175e-05,5.396809646768701e-06,8.619613117371547e-05,0.0023568887223541003,0.0036055512754639895,0.0023333333333333335,5.396809646768701e-06,0.0035325934366126216,-0.0,-0.005,0.002,0,Low
Prometeus,PROM,8.05,-0.001,0.011,-0.031,889637.0,132399958.0,2022-03-17,0.0001953064819313,1.5355786223301586e-05,8.586149960468738e-05,0.006719314820326454,0.021633307652783935,0.014333333333333332,1.5355786223301586e-05,0.003525678471171041,-0.001,0.011,-0.031,0,Low
Iron Bank EURO,IBEUR,1.1,0.0,0.016,0.005,57945.42,132176489.0,2022-03-17,2.668784222041003e-05,1.0001803905856256e-06,8.557352841691201e-05,0.00043839430475415333,0.00818535277187245,0.007,1.0001803905856256e-06,0.0035197277151876125,0.0,0.016,0.005,0,Low
Qredo,QRDO,2.61,-0.0,0.0279999999999999,0.024,16725771.0,131117652.0,2022-03-17,6.332297113603337e-05,0.0002886990580381,8.42090682521888e-05,0.12756307594647898,0.015143755588800696,0.0173333333333333,0.000288699058038163,0.003491531944797872,-0.0,0.0279999999999999,0.024,0,High
Bezoge Earth,BEZOGE,2.984e-09,-0.004,-0.022,-0.177,176270.0,130736810.0,2022-03-17,3.6392512167837755e-14,3.042549306718775e-06,8.371829985435843e-05,0.0013482813294893763,0.09511221442766082,0.06766666666666667,3.042549306718775e-06,0.003481390503209818,-0.004,-0.022,-0.177,1,Low
Victoria VR,VR,0.154224,0.01,0.067,0.131,10041552.0,130077410.0,2022-03-17,3.741732495044081e-06,0.000173324542327,8.286857035622183e-05,0.07719674000274145,0.06053373714990124,0.06933333333333334,0.00017332454232700132,0.0034638313406616687,0.01,0.067,0.131,1,Medium
Polkastarter,POLS,1.47,0.018,-0.042,0.198,34461134.0,129790575.0,2022-03-17,3.566466188847667e-05,0.0005948244134591,8.249894317909412e-05,0.2655133779937411,0.12489995996796797,0.08600000000000001,0.000594824413459141,0.003456193211469223,0.018,-0.042,0.198,0,High
DUSK Network,DUSK,0.32285,-0.024,-0.0069999999999999,-0.108,10733697.0,129772453.0,2022-03-17,7.83288166625329e-06,0.0001852714719798,8.247559043726027e-05,0.0827116753352886,0.05407710544521902,0.0463333333333333,0.00018527147197980025,0.0034557106407326482,-0.024,-0.0069999999999999,-0.108,1,Medium
iExec RLC,RLC,1.81,0.004,-0.001,0.01,4304190.0,129744853.0,2022-03-17,4.391363131318656e-05,7.429347194920227e-05,8.24400239614511e-05,0.03317426395326834,0.0055075705472861025,0.005,7.429347194920227e-05,0.0034549756803348183,0.004,-0.001,0.01,0,Medium
RMRK,RMRK,13.61,-0.006,-0.003,-0.07,3122953.0,129381545.0,2022-03-17,0.0003302013937001,5.390445614719078e-05,8.197185058488298e-05,0.02413754604646281,0.03784617990409777,0.026333333333333337,5.390445614719077e-05,0.0034453011516313867,-0.006,-0.003,-0.07,1,Medium
THORChain (ERC20),RUNE,7.98,0.003,0.122,0.584,2414143.0,129360305.0,2022-03-17,0.0001936081646968,4.166987638832463e-05,8.194447986219504e-05,0.018662162245211156,0.30691095342677704,0.2363333333333333,4.166987638832463e-05,0.0034447355516730566,0.003,0.122,0.584,1,Medium
Metadium,META,0.076139640664,-0.002,-0.012,0.004,9899795.0,128563501.0,2022-03-17,1.847275163541951e-06,0.0001708777126788,8.091768601470756e-05,0.07700315348444034,0.00808290376865476,0.006000000000000001,0.0001708777126788903,0.0034235174580197116,-0.002,-0.012,0.004,0,Medium
StormX,STMX,0.013797399421,0.002,-0.0139999999999999,-0.1,1844462.0,128358108.0,2022-03-17,3.347479815378481e-07,3.183676507272437e-05,8.065300829130634e-05,0.014369657115855899,0.054857390872455246,0.038666666666666634,3.183676507272437e-05,0.0034180480478388617,0.002,-0.0139999999999999,-0.1,0,Medium
Stratis,STRAX,0.94622,-0.003,0.013,-0.04,14410182.0,128080393.0,2022-03-17,2.29568818729633e-05,0.0002487302958744,8.02951335148808e-05,0.11250888338545308,0.027184554438136374,0.018666666666666668,0.0002487302958744617,0.003410652775125699,-0.003,0.013,-0.04,0,High
STP Network,STPT,0.087992796441,0.0,0.016,-0.046,7298290.0,127931734.0,2022-03-17,2.1348525741031167e-06,0.0001259738309396,8.010356551751426e-05,0.05704831609645813,0.03218695387886216,0.020666666666666667,0.00012597383093965262,0.0034066941346263886,0.0,0.016,-0.046,0,Medium
Steem,STEEM,0.322052,0.004,0.02,-0.011,4267199.0,127246640.0,2022-03-17,7.813520849779999e-06,7.365498019561497e-05,7.9220725692224e-05,0.033534865832213726,0.01550268793897798,0.011666666666666667,7.365498019561495e-05,0.0033884507665542596,0.004,0.02,-0.011,0,Medium
DEAPCOIN,DEP,0.027101682754,-0.008,-0.018,-0.159,5123322.0,126235341.0,2022-03-17,6.575321769248903e-07,8.843229023201366e-05,7.79175249161608e-05,0.04058548073316489,0.08444130111108741,0.06166666666666667,8.843229023201366e-05,0.003361520885562781,-0.008,-0.018,-0.159,1,Medium
Meerkat Shares,MSHARE,14141.32,0.001,0.091,1.065,8589756.0,126105039.0,2022-03-17,0.3430921067794888,0.0001482654800174,7.774961249112867e-05,0.06811588234788936,0.5900384168283734,0.38566666666666666,0.00014826548001749268,0.0033580510736150263,0.001,0.091,1.065,1,Medium
RSK Infrastructure Framework,RIF,0.151385,-0.002,0.01,-0.07,206651.0,125639850.0,2022-03-17,3.6728536003477535e-06,3.56694761889568e-06,7.715015113912886e-05,0.0016447886558285448,0.04314317249963584,0.027333333333333334,3.56694761889568e-06,0.0033456635557706058,-0.002,0.01,-0.07,0,Low
Dawn Protocol,DAWN,1.72,0.001,0.0139999999999999,0.006,4063485.0,125035795.0,2022-03-17,4.17300805831163e-05,7.013872734788757e-05,7.637174144547264e-05,0.03249857370843285,0.006557438524301947,0.006999999999999967,7.013872734788757e-05,0.0033295781752231044,0.001,0.0139999999999999,0.006,1,Medium
Alpha Finance,ALPHA,0.280024,0.003,0.004,-0.003,5728562.0,125007857.0,2022-03-17,6.793851182186741e-06,9.887917593235104e-05,7.633573940919885e-05,0.04582561558510678,0.0037859388972001826,0.0033333333333333335,9.887917593235104e-05,0.003328834214223301,0.003,0.004,-0.003,0,Medium
NKN,NKN,0.191882,0.005,-0.003,-0.0139999999999999,5872145.0,124824929.0,2022-03-17,4.6553786438550375e-06,0.0001013575236778,7.610001099300968e-05,0.047043046986231414,0.009539392014169404,0.0073333333333333,0.00010135752367789255,0.0033239630245256854,0.005,-0.003,-0.0139999999999999,0,Medium
Decentral Games,DG,0.322954,-0.01,0.059,0.008,1307545.0,124818085.0,2022-03-17,7.83540488043026e-06,2.2569184394699044e-05,7.609119153792135e-05,0.01047560535798959,0.035791060336346554,0.02566666666666666,2.2569184394699044e-05,0.003323780775650223,-0.01,0.059,0.008,0,Medium
Balancer,BAL,11.52,0.0,0.006,-0.038,8895097.0,124477702.0,2022-03-17,0.0002794944934129,0.0001535358893206,7.565256024316211e-05,0.07145936064918679,0.02386070689089771,0.014666666666666666,0.00015353588932062322,0.003314716716769988,0.0,0.006,-0.038,0,Medium
Strike,STRK,39.63,0.002,0.044,-0.01,70589902.0,124043364.0,2022-03-17,0.0009614901714382,0.0012184334111955,7.50928547370025e-05,0.5690743924036114,0.02835489375751565,0.018666666666666668,0.0012184334111955877,0.0033031507302021417,0.002,0.044,-0.01,0,High
Alien Worlds,TLM,0.099181828389,0.008,0.0279999999999999,-0.019,53533075.0,123122031.0,2022-03-17,2.4063172283123933e-06,0.0009240200841196,7.390558778567295e-05,0.4347968805030515,0.023586719427112605,0.0183333333333333,0.0009240200841196697,0.003278616553817589,0.008,0.0279999999999999,-0.019,0,High
Dero,DERO,10.93,0.001,0.0069999999999999,-0.158,568520.0,122930832.0,2022-03-17,0.0002651801052936,9.813071605240584e-06,7.365920102450488e-05,0.00462471448985231,0.0935788437628933,0.0553333333333333,9.813071605240584e-06,0.003273525115661623,0.001,0.0069999999999999,-0.158,0,Low
Sun Token,SUN,0.011601809279,0.0,0.0,-0.026,20031921.0,122048839.0,2022-03-17,2.8147928756563495e-07,0.0003457656285856,7.252262918760769e-05,0.16413036915492493,0.01501110699893027,0.008666666666666666,0.00034576562858566555,0.003250038524133976,0.0,0.0,-0.026,0,High
Tomb Shares,TSHARE,3117.12,-0.015,0.07,-0.346,15057752.0,122042187.0,2022-03-17,0.0756265516857042,0.0002599078283788,7.251405715148152e-05,0.12338153199434225,0.21978853473281992,0.14366666666666666,0.000259907828378869,0.0032498613880264995,-0.015,0.07,-0.346,0,High
GXChain,GXC,1.62,-0.006,-0.01,-0.046,11044304.0,122034911.0,2022-03-17,3.930391310526045e-05,0.0001906327762999,7.250468100372833e-05,0.09050118453398963,0.022030282189144407,0.020666666666666667,0.00019063277629994548,0.0032496676354230713,-0.006,-0.01,-0.046,1,High
Ankr Reward-Bearing Staked ETH,AETHC,2254.71,0.005,0.027,-0.035,103476.0,120703323.0,2022-03-17,0.0547030407399276,1.78607154967965e-06,7.078874287366353e-05,0.0008572754869391624,0.03143246729100342,0.022333333333333334,1.78607154967965e-06,0.003214208778675778,0.005,0.027,-0.035,0,Low
Spookyswap,BOO,13.41,-0.005,0.027,-0.073,3033122.0,120688730.0,2022-03-17,0.0003253490587444,5.235390729161776e-05,7.076993774389963e-05,0.025131774938720458,0.05106858133921482,0.034999999999999996,5.235390729161776e-05,0.003213820181679926,-0.005,0.027,-0.073,0,Medium
Maple,MPL,26.62,-0.016,0.048,0.216,6013862.0,120557876.0,2022-03-17,0.0006458457825692,0.0001038036628967,7.060131398935131e-05,0.04988360942921722,0.11982209033952518,0.09333333333333334,0.0001038036628967061,0.0032103356705242146,-0.016,0.048,0.216,0,Medium
Kirobo,KIRO,0.125334,0.009,-0.008,-0.102,60450.88,119964465.0,2022-03-17,3.040812710691526e-06,1.043426465277925e-06,6.983662058440931e-05,0.0005039065526612402,0.059785728508845094,0.03966666666666666,1.043426465277925e-06,0.0031945337290518764,0.009,-0.008,-0.102,0,Low
