coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized,liquidity_ratio,volatility_score,avg_abs_change,turnover_rate,market_dominance,momentum_short,momentum_medium,momentum_long,momentum_consistency,liquidity_class
VVS Finance,VVS,2.2321211e-05,0.018,0.022,-0.087,3849460.0,235411080.0,2022-03-16,5.415139576202112e-10,6.64444990879994e-05,0.000218605795934,0.016352076546269616,0.06180884510596629,0.042333333333333334,6.64444990879994e-05,0.006268761630809003,0.018,0.022,-0.087,0,Medium
Metahero,HERO,0.045156504195,0.023,0.034,-0.106,8366250.0,233755062.0,2022-03-16,1.0955723829113775e-06,0.0001444076027533,0.0002164717841899,0.035790668781324614,0.07784814277382174,0.05433333333333334,0.0001444076027533667,0.00622466352761722,0.023,0.034,-0.106,0,Medium
Creditcoin,CTC,1.14,0.015,0.015,0.023,3179625.0,233390471.0,2022-03-16,2.7658309211552368e-05,5.488265637587613e-05,0.0002160019574876,0.01362362819003009,0.004618802153517006,0.017666666666666667,5.4882656375876124e-05,0.006214954833906889,0.015,0.015,0.023,1,Medium
Lido Staked SOL,STSOL,87.91,0.024,0.013,0.04,4624558.0,233265607.0,2022-03-16,0.002132843829747,7.982325827866775e-05,0.0002158410526893,0.019825288689043645,0.013576941236277534,0.025666666666666667,7.982325827866774e-05,0.006211629830460708,0.024,0.013,0.04,1,Medium
API3,API3,4.7,0.0279999999999999,-0.008,-0.1009999999999999,29731985.0,230984150.0,2022-03-16,0.0001140298714232,0.0005131958379141,0.0002129010749646,0.12871872377390398,0.06656575696257037,0.0456666666666666,0.0005131958379141261,0.006150876912187104,0.0279999999999999,-0.008,-0.1009999999999999,0,High
Escoin Token,ELG,3.37,0.024,0.021,0.051,685965.0,228752259.0,2022-03-16,8.176184396773784e-05,1.1840258326336554e-05,0.0002100249699914,0.0029987244847273836,0.016522711641858305,0.032,1.1840258326336554e-05,0.006091443886923603,0.024,0.021,0.051,1,Low
Function X,FX,0.488809,0.019,0.005,-0.005,2065790.0,228173732.0,2022-03-16,1.185932495082808e-05,3.565704846160196e-05,0.0002092794567106,0.009053583784131645,0.012055427546683416,0.009666666666666667,3.565704846160196e-05,0.006076038291486095,0.019,0.005,-0.005,0,Medium
Raydium,RAY,2.51,0.013,0.0559999999999999,0.035,33025947.0,227133027.0,2022-03-16,6.089680365817751e-05,0.0005700520346546,0.0002079383621741,0.14540354362467947,0.021501937897160133,0.03466666666666663,0.0005700520346546831,0.006048325358122928,0.013,0.0559999999999999,0.035,1,High
CoinEx Token,CET,0.061152343679,0.005,0.035,0.072,862651.0,226665111.0,2022-03-16,1.4836582382822104e-06,1.4889988097749235e-05,0.0002073353866997,0.0038058393556651073,0.033560889936551645,0.03733333333333333,1.4889988097749235e-05,0.006035865222995722,0.005,0.035,0.072,1,Low
Euro Tether,EURT,1.1,0.004,0.008,0.012,25282592.0,226370344.0,2022-03-16,2.668784222041003e-05,0.0004363960558328,0.0002069555380267,0.11168685594257877,0.004,0.008,0.00043639605583283394,0.0060280158725759,0.004,0.008,0.012,1,High
Fetch.ai,FET,0.327851,0.022,0.0069999999999999,0.024,21546674.0,224454559.0,2022-03-16,7.954214301820859e-06,0.0003719113748272,0.0002044867800246,0.09599570664100433,0.009291573243177626,0.017666666666666633,0.00037191137482722785,0.0059770004339615435,0.022,0.0069999999999999,0.024,1,High
Dent,DENT,0.002351313514,0.023,0.017,0.008,18982568.0,223840664.0,2022-03-16,5.704676777477219e-08,0.0003276530272204,0.0002036956901091,0.08480392999549001,0.007549834435270749,0.016,0.00032765302722041187,0.005960653024054815,0.023,0.017,0.008,1,Medium
Chia,XCH,65.15,0.012,-0.021,-0.084,10252044.0,221396095.0,2022-03-16,0.001580648111787,0.0001769577884191,0.000200545519667,0.046306345195474205,0.048774993593028795,0.039,0.0001769577884191886,0.005895556596346038,0.012,-0.021,-0.084,0,Medium
Status,SNT,0.056745127667,0.012,0.0069999999999999,-0.034,7688360.0,219753630.0,2022-03-16,1.376731796720211e-06,0.0001327067248414,0.0001984289728666,0.03498627076148867,0.0252388589282479,0.017666666666666633,0.00013270672484146117,0.00585181939599019,0.012,0.0069999999999999,-0.034,0,Medium
Power Ledger,POWR,0.503878,0.01,0.005,-0.023,32211271.0,216689443.0,2022-03-16,1.222492412806618e-05,0.0005559901301956,0.0001944803376199,0.14865177811177446,0.0177857620959388,0.012666666666666666,0.0005559901301956122,0.005770223160608135,0.01,0.005,-0.023,0,High
Medibloc,MED,0.040119247871,0.011,0.025,0.025,7724520.0,215001420.0,2022-03-16,9.733601082022522e-07,0.0001333308729263,0.0001923050829389,0.03592776270966024,0.008082903768654762,0.020333333333333335,0.0001333308729263931,0.005725272796273869,0.011,0.025,0.025,1,Medium
xSUSHI,XSUSHI,3.8,0.002,0.033,0.055,107293.0,213613208.0,2022-03-16,9.2194364122518e-05,1.851955765392736e-06,0.0001905161768332,0.0005022769940330656,0.026627053911388695,0.03,1.8519557653927355e-06,0.005688306099035027,0.002,0.033,0.055,1,Low
Chromia,CHR,0.37938,0.0289999999999999,0.045,0.031,58407751.0,213564555.0,2022-03-16,9.2043941414852e-06,0.001008160562274,0.0001904534806105,0.2734899103458437,0.00871779788708138,0.03499999999999997,0.0010081605622740842,0.005687010518301854,0.0289999999999999,0.045,0.031,1,High
Yield Guild Games,YGG,2.43,0.027,0.009,-0.057,17537941.0,212099797.0,2022-03-16,5.895586967589284e-05,0.0003027177071017,0.0001885659342347,0.08268721256720486,0.04422668877499197,0.031,0.00030271770710174606,0.0056480054776350316,0.027,0.009,-0.057,0,Medium
Telos,TLOS,0.819159,0.02,0.052,-0.096,4398496.0,212084558.0,2022-03-16,1.987416921392488e-05,7.592126258243208e-05,0.0001885462966432,0.020739350575443592,0.07787168933572713,0.055999999999999994,7.592126258243208e-05,0.005647599678305229,0.02,0.052,-0.096,0,Medium
COTI,COTI,0.201515,0.017,0.048,0.008,15582614.0,210898806.0,2022-03-16,4.889091356996892e-06,0.0002689673309273,0.0001870182886786,0.07388668667948742,0.02098412098071619,0.024333333333333335,0.000268967330927363,0.0056160242883904685,0.017,0.048,0.008,1,Medium
Alchemix USD,ALUSD,0.997171,-0.001,-0.001,0.0,3032734.0,208898318.0,2022-03-16,2.419303846460564e-05,5.23472101274321e-05,0.0001844403789663,0.01451775212474425,0.0005773502691896258,0.0006666666666666666,5.23472101274321e-05,0.005562753293595771,-0.001,-0.001,0.0,0,Medium
Celer Network,CELR,0.037068909834,0.0289999999999999,0.0279999999999999,-0.003,35862409.0,208463091.0,2022-03-16,8.993537987838916e-07,0.0006190114463051,0.0001838795278588,0.17203241508109463,0.018193405398660194,0.019999999999999934,0.0006190114463051861,0.005551163633846995,0.0289999999999999,0.0279999999999999,-0.003,0,High
Orbs,ORBS,0.072194784903,0.006,0.02,0.023,28204447.0,208178410.0,2022-03-16,1.7515663560202462e-06,0.0004868294132083,0.0001835126764131,0.13548209442083836,0.009073771725877467,0.016333333333333335,0.00048682941320835326,0.00554358286352038,0.006,0.02,0.023,1,High
Vulcan Forged,PYR,8.73,0.027,0.039,-0.044,38526780.0,207895650.0,2022-03-16,0.0002118044207808,0.0006650004412498,0.0001831483004458,0.18531787461642416,0.04485903847981288,0.03666666666666667,0.0006650004412498255,0.005536053247502614,0.027,0.039,-0.044,0,High
Energy Web Token,EWT,4.91,0.015,-0.009,0.042,2224285.0,205388247.0,2022-03-16,0.0001191248231267,3.839278824924814e-05,0.000179917159571,0.010829660569623539,0.02551470164434615,0.022000000000000002,3.839278824924814e-05,0.0054692836132127776,0.015,-0.009,0.042,0,Medium
Astar,ASTR,0.10323,0.009,0.0069999999999999,0.032,7991761.0,205235595.0,2022-03-16,2.504532651386269e-06,0.0001379436483236,0.0001797204460324,0.038939449075585546,0.013892443989449837,0.01599999999999997,0.00013794364832366335,0.005465218643116782,0.009,0.0069999999999999,0.032,1,Medium
Origin Protocol,OGN,0.434115,0.0069999999999999,-0.068,0.612,182478529.0,205164994.0,2022-03-16,1.05323569104896e-05,0.0031497130646168,0.0001796294667296,0.8894233145835785,0.372838213349079,0.22899999999999995,0.003149713064616848,0.005463338609093333,0.0069999999999999,-0.068,0.612,0,High
Cratos,CRTS,0.002952176693,-0.009,-0.037,-0.13,13535131.0,203670465.0,2022-03-16,7.162471481008099e-08,0.0002336262746944,0.0001777035562395,0.06645603229707361,0.06334298172120834,0.058666666666666666,0.00023362627469449023,0.005423540796469852,-0.009,-0.037,-0.13,1,Medium
Ocean Protocol,OCEAN,0.469383,0.0279999999999999,0.051,0.074,22022827.0,202627972.0,2022-03-16,1.13880176565798e-05,0.0003801301243594,0.000176360157614,0.10868601596624576,0.023000000000000048,0.05099999999999997,0.0003801301243594345,0.005395780250454826,0.0279999999999999,0.051,0.074,1,High
XYO Network,XYO,0.016347118202,0.001,0.009,-0.032,4569339.0,202482367.0,2022-03-16,3.966084293792527e-07,7.887013789421376e-05,0.0001761725251245,0.022566602058736306,0.02173323108360405,0.013999999999999999,7.887013789421376e-05,0.0053919029349212754,0.001,0.009,-0.032,0,Medium
Dopex,DPX,1126.14,0.034,0.006,0.031,4629323.0,200498616.0,2022-03-16,0.0273220424350898,7.990550566873138e-05,0.000173616183387,0.02308905214587616,0.015373136743466943,0.02366666666666667,7.990550566873136e-05,0.0053390776296982625,0.034,0.006,0.031,1,Medium
PLEX,PLEX,0.815228,0.013,0.0279999999999999,-0.008,15377424.0,198958494.0,2022-03-16,1.9778796570370364e-05,0.0002654256012385,0.000171631519914,0.0772896079520988,0.018083141320025076,0.0163333333333333,0.00026542560123855814,0.005298065721081367,0.013,0.0279999999999999,-0.008,0,Medium
LUKSO Token,LYXE,13.05,0.016,0.015,-0.001,1147300.0,198688328.0,2022-03-16,0.0003166148558241,1.980323832528763e-05,0.0001712833730842,0.005774370399855597,0.009539392014169456,0.010666666666666666,1.980323832528763e-05,0.00529087147068861,0.016,0.015,-0.001,0,Low
DAO Maker,DAO,2.19,0.012,-0.01,-0.042,3559341.0,196210425.0,2022-03-16,5.31330677290388e-05,6.143683265402911e-05,0.000168090247102,0.018140427553734722,0.02715388247255507,0.021333333333333333,6.14368326540291e-05,0.005224887391896455,0.012,-0.01,-0.042,0,Medium
Boba Network,BOBA,1.21,0.0069999999999999,0.061,0.136,4382013.0,192933914.0,2022-03-16,2.9356626446051464e-05,7.563675392966846e-05,0.0001638680025651,0.022712507662079565,0.06478425734698212,0.06799999999999996,7.563675392966846e-05,0.005137637180735095,0.0069999999999999,0.061,0.136,1,Medium
Mdex,MDX,0.223833,0.018,0.0289999999999999,0.051,7274677.0,192821569.0,2022-03-16,5.43056341470476e-06,0.0001255662532646,0.0001637232302562,0.03772750651147331,0.016802777548171423,0.03266666666666663,0.00012556625326461118,0.005134645545738929,0.018,0.0289999999999999,0.051,1,Medium
UFO Gaming,UFO,7.530048e-06,0.03,0.033,-0.009,5098371.0,191533622.0,2022-03-16,1.8265557131756348e-10,8.800161769697115e-05,0.000162063529683,0.026618673769976533,0.023430749027719962,0.023999999999999997,8.800161769697115e-05,0.005100348805177204,0.03,0.033,-0.009,0,Medium
Ardor,ARDR,0.192938,0.0139999999999999,0.02,-0.011,6272018.0,191059042.0,2022-03-16,4.6809989724211946e-06,0.0001082596245397,0.0001614519667088,0.03282764288119899,0.016441816606851345,0.014999999999999966,0.00010825962453978372,0.005087711214394521,0.0139999999999999,0.02,-0.011,0,Medium
Pundi X,PUNDIX,0.740085,0.0139999999999999,0.022,-0.006,4296268.0,190637766.0,2022-03-16,1.7955701542485146e-05,7.415673242683416e-05,0.0001609090934239,0.022536290107386173,0.014422205101855943,0.013999999999999966,7.415673242683416e-05,0.005076493055823647,0.0139999999999999,0.022,-0.006,0,Medium
Mask Network,MASK,4.05,0.032,0.07,0.023,46857218.0,189430950.0,2022-03-16,9.82597828171576e-05,0.0008087899026531,0.0001593539415373,0.24735777337335846,0.02494660965609021,0.041666666666666664,0.0008087899026531485,0.005044356752654543,0.032,0.07,0.023,1,High
Kyber Network Crystal Legacy,KNCL,3.07,0.025,0.02,-0.0,191301772.0,189342359.0,2022-03-16,7.448334153417027e-05,0.0033020087012689,0.0001592397795931,1.0103485190020263,0.013228756555322954,0.015,0.003302008701268923,0.005041997662922509,0.025,0.02,-0.0,0,High
Interest Bearing Bitcoin,IBBTC,40647.97,0.019,0.023,0.052,3253.9,187618251.0,2022-03-16,0.9861878285485668,5.6164697277654865e-08,0.0001570180243223,1.7343195465562677e-05,0.018009256878986798,0.03133333333333333,5.616469727765485e-08,0.00499608639112608,0.019,0.023,0.052,1,Low
Coinmetro,XCM,0.609647,0.005,-0.055,-0.017,54700.31,184318822.0,2022-03-16,1.4791057207719532e-05,9.441674151460944e-07,0.0001527662467241,0.00029677007158823964,0.03035347316755256,0.025666666666666667,9.441674151460944e-07,0.004908225896544523,0.005,-0.055,-0.017,0,Low
MX Token,MX,1.86,0.016,0.017,0.0289999999999999,380193.0,184031159.0,2022-03-16,4.512671505211449e-05,6.562409647525564e-06,0.0001523955525527,0.0020659164571147433,0.007234178138070178,0.020666666666666635,6.562409647525564e-06,0.004900565718540142,0.016,0.017,0.0289999999999999,1,Low
Reserve Rights Token,RSR,0.013806375745,0.015,0.136,0.133,58160962.0,182389151.0,2022-03-16,3.34965762191443e-07,0.0010039008033766,0.000150279594661,0.3188838901936662,0.06900966115938648,0.09466666666666668,0.0010039008033766211,0.004856840687637258,0.015,0.136,0.133,1,High
Radicle,RAD,4.43,0.018,0.016,0.021,5082786.0,182383890.0,2022-03-16,0.000107479219233,8.77326091819362e-05,0.0001502728151237,0.027868612737671074,0.002516611478423584,0.018333333333333337,8.77326091819362e-05,0.004856700592468672,0.018,0.016,0.021,1,Medium
Conflux,CFX,0.116231,0.02,0.0069999999999999,-0.072,4957635.0,180397101.0,2022-03-16,2.819958685182308e-06,8.557241125667857e-05,0.0001477125584966,0.02748178863472978,0.04978955713801838,0.03299999999999997,8.557241125667857e-05,0.004803794388343898,0.02,0.0069999999999999,-0.072,0,Medium
Wonderland,TIME,196.83,0.017,0.011,-0.085,1483133.0,179963381.0,2022-03-16,0.0047754254466276,2.55999618818956e-05,0.0001471536493703,0.008241304379583755,0.05723635208501674,0.03766666666666667,2.5599961881895596e-05,0.004792244858498003,0.017,0.011,-0.085,0,Low
XSGD,XSGD,0.73676,0.004,0.004,0.006,4120965.0,179572544.0,2022-03-16,1.787503147384644e-05,7.113087424838223e-05,0.0001466500010113,0.022948747666012907,0.0011547005383792516,0.004666666666666667,7.113087424838223e-05,0.004781837260055735,0.004,0.004,0.006,1,Medium
MiL.k Alliance,MLK,0.81278,0.012,0.0289999999999999,0.0279999999999999,6771412.0,179537968.0,2022-03-16,1.9719403990512456e-05,0.0001168795307545,0.0001466054449799,0.03771576606013498,0.009539392014169399,0.022999999999999934,0.00011687953075456511,0.004780916535754454,0.012,0.0289999999999999,0.0279999999999999,1,Medium
Civic,CVC,0.268256,0.024,0.0559999999999999,0.032,15009057.0,179389403.0,2022-03-16,6.508339793392664e-06,0.0002590673170128,0.0001464139981147,0.08366746724721527,0.016653327995729005,0.0373333333333333,0.00025906731701283583,0.004776960398381136,0.024,0.0559999999999999,0.032,1,Medium
Unibright,UBT,1.18,0.022,0.176,0.654,2875621.0,177414204.0,2022-03-16,2.8628776202694707e-05,4.963532467201424e-05,0.0001438686768303,0.016208516202006012,0.3295512099810893,0.284,4.963532467201424e-05,0.004724362824365451,0.022,0.176,0.654,1,Medium
Aragon,ANT,4.62,0.027,0.05,0.051,31404911.0,176410722.0,2022-03-16,0.0001120889374409,0.0005420717659874,0.0001425755493564,0.1780215547216002,0.013576941236277534,0.042666666666666665,0.0005420717659874898,0.0046976411022663575,0.027,0.05,0.051,1,High
Yoshi.exchange,YOSHI,1.34,0.038,0.135,0.244,3113291.0,173731724.0,2022-03-16,3.251064416726407e-05,5.3737682950381805e-05,0.0001391232842274,0.017920106520096468,0.10305823596394419,0.139,5.3737682950381805e-05,0.004626302064735014,0.038,0.135,0.244,1,Medium
SuperFarm,SUPER,0.606166,0.025,0.012,0.023,15865086.0,173202752.0,2022-03-16,1.4706602317815367e-05,0.0002738430045403,0.000138441629523,0.09159834827566712,0.007,0.02,0.00027384300454038544,0.004612216069388608,0.025,0.012,0.023,1,High
Divi,DIVI,0.06259333954,-0.003,0.057,-0.0409999999999999,232874.0,172881299.0,2022-03-16,1.518619211219041e-06,4.019575805598389e-06,0.0001380273921916,0.0013470167181008977,0.04940985056983404,0.03366666666666663,4.019575805598389e-06,0.004603656097476885,-0.003,0.057,-0.0409999999999999,0,Low
BTSE Token,BTSE,8.42,0.006,0.012,0.127,1644847.0,170044358.0,2022-03-16,0.0002042833015994,2.839126396725737e-05,0.0001343715953275,0.00967304660587445,0.06819335255971314,0.04833333333333334,2.8391263967257367e-05,0.004528111195810962,0.006,0.012,0.127,1,Medium
GMX,GMX,22.78,0.0279999999999999,0.038,-0.062,3864455.0,168867621.0,2022-03-16,0.0005526809514195,6.670332377089637e-05,0.0001328552044563,0.0228845232562375,0.055075705472860996,0.04266666666666663,6.670332377089637e-05,0.0044967758663304915,0.0279999999999999,0.038,-0.062,0,Medium
Request,REQ,0.218404,0.018,-0.001,0.122,18881863.0,168625356.0,2022-03-16,5.298846782331965e-06,0.0003259147851603,0.0001325430119831,0.11197522986993723,0.06621429855653031,0.04699999999999999,0.0003259147851603159,0.0044903245916645415,0.018,-0.001,0.122,0,High
Multichain,MULTI,9.19,0.0139999999999999,0.049,-0.195,1481745.0,168453270.0,2022-03-16,0.0002229647911789,2.5576003985272656e-05,0.0001323212550064,0.008796178311053266,0.13193559034619884,0.08599999999999997,2.5576003985272653e-05,0.004485742113584074,0.0139999999999999,0.049,-0.195,0,Medium
Ergo,ERG,3.26,0.006,0.004,0.0819999999999999,945449.0,168320273.0,2022-03-16,7.90930597420964e-05,1.6319142222090876e-05,0.0001321498696954,0.005616964511458462,0.04446721638840606,0.030666666666666634,1.6319142222090876e-05,0.004482200536481531,0.006,0.004,0.0819999999999999,1,Low
Rari Governance Token,RGT,14.92,0.021,-0.025,0.02,590959.0,167699043.0,2022-03-16,0.00036198418766,1.0200385180400635e-05,0.0001313493276024,0.00352392589384067,0.02627419519858474,0.022000000000000002,1.0200385180400637e-05,0.00446565780286038,0.021,-0.025,0.02,0,Low
FEG Token BSC,FEG,3.984e-09,0.0279999999999999,0.0,0.05,505356.0,166612893.0,2022-03-16,6.065418694639628e-14,8.722814701572435e-06,0.0001299496708017,0.0030331146101640525,0.025059928172283332,0.025999999999999968,8.722814701572435e-06,0.004436734714595787,0.0279999999999999,0.0,0.05,0,Low
Alchemy Pay,ACH,0.040564968565,0.018,0.035,-0.003,9350241.0,166194387.0,2022-03-16,9.841740387221537e-07,0.000161392008125,0.0001294103670508,0.056260871192960325,0.01903505538035898,0.018666666666666668,0.0001613920081250551,0.004425590318354695,0.018,0.035,-0.003,0,Medium
Numeraire,NMR,28.13,0.013,0.027,0.0,5247599.0,165855215.0,2022-03-16,0.0006824809114848,9.05774022771211e-05,0.0001289732962996,0.031639638223012766,0.013503086067019396,0.013333333333333334,9.057740227712109e-05,0.0044165585071933655,0.013,0.027,0.0,0,Medium
Power Cash,PRCH,0.000548739722,-0.01,-0.023,-0.0069999999999999,107256.0,164420955.0,2022-03-16,1.3313308668915231e-08,1.8513171182925563e-06,0.0001271250508795,0.0006523256114161361,0.008504900548115419,0.013333333333333301,1.8513171182925563e-06,0.004378365597766145,-0.01,-0.023,-0.0069999999999999,1,Low
Moonriver,MOVR,48.85,0.021,-0.025,-0.062,23687001.0,163974343.0,2022-03-16,0.0011851828128965,0.0004088549865025,0.0001265495286007,0.14445553229019495,0.04158124577258358,0.036,0.00040885498650250707,0.004366472766853263,0.021,-0.025,-0.062,0,High
sBTC,SBTC,40609.35,0.02,0.026,0.054,1195100.0,162541982.0,2022-03-16,0.9852508426686188,2.0628301335789457e-05,0.0001247037303088,0.0073525619984134314,0.018147543451754934,0.03333333333333333,2.0628301335789457e-05,0.004328330425896893,0.02,0.026,0.054,1,Low
Cartesi,CTSI,0.311626,0.02,-0.01,0.02,16935581.0,161866858.0,2022-03-16,7.560568628538747e-06,0.0002923205323108,0.0001238337382286,0.1046266123235678,0.017320508075688773,0.016666666666666666,0.000292320532310828,0.004310352548953979,0.02,-0.01,0.02,0,High
JOE,JOE,0.883671,0.032,0.035,-0.0969999999999999,8255024.0,161542087.0,2022-03-16,2.143933837723925e-05,0.0001424877605272,0.0001234152251882,0.05110138263844517,0.07535914012248277,0.05466666666666664,0.00014248776052729815,0.004301704222020517,0.032,0.035,-0.0969999999999999,0,Medium
Veritaseum,VERI,75.29,0.034,0.502,0.4,128316.0,161292251.0,2022-03-16,0.0018266614940416,2.214828143421605e-06,0.0001230932764183,0.0007955496882488173,0.24609754163745726,0.312,2.214828143421605e-06,0.004295051339196163,0.034,0.502,0.4,1,Low
Bifrost,BFC,0.149179,0.013,0.017,0.01,1366910.0,157313585.0,2022-03-16,3.619332345786253e-06,2.359386777583798e-05,0.0001179662065617,0.008689077933097767,0.0035118845842842467,0.013333333333333334,2.359386777583798e-05,0.004189103442595016,0.013,0.017,0.01,1,Low
inSure DeFi,SURE,0.005989952985,0.025,0.121,0.163,1229192.0,156870603.0,2022-03-16,1.4532625525660033e-07,2.1216754226041097e-05,0.0001173953620477,0.007835706477140271,0.07073895673530957,0.103,2.1216754226041097e-05,0.0041773072749518485,0.025,0.121,0.163,1,Low
Aurora,AURORA,6.85,-0.001,-0.02,-0.059,1292731.0,155499279.0,2022-03-16,0.0001661924721971,2.2313483904373225e-05,0.0001156282185016,0.00831342118312973,0.029569128044860116,0.02666666666666667,2.2313483904373225e-05,0.0041407902882636795,-0.001,-0.02,-0.059,1,Low
AscendEx Token,ASD,0.210282,0.006,-0.012,-0.03,2234800.0,154656421.0,2022-03-16,5.101793459780514e-06,3.857428485082611e-05,0.0001145420776078,0.014450095156411255,0.018000000000000002,0.016,3.857428485082611e-05,0.004118345822647956,0.006,-0.012,-0.03,0,Medium
Reef Finance,REEF,0.008455524242,0.024,0.025,0.034,21823319.0,153505883.0,2022-03-16,2.0514514323729609e-07,0.0003766864701523,0.0001130594478272,0.14216601066683549,0.0055075705472861025,0.02766666666666667,0.0003766864701523383,0.004087708146336425,0.024,0.025,0.034,1,High
World Mobile Token,WMT,0.656382,0.002,0.005,-0.005,1215991.0,153058923.0,2022-03-16,1.5924926578495465e-05,2.0988895297136608e-05,0.0001124834771016,0.007944593991426427,0.005131601439446885,0.004,2.0988895297136604e-05,0.0040758060485315715,0.002,0.005,-0.005,0,Low
Mango,MNGO,0.148804,0.021,0.011,-0.026,535237.0,152354623.0,2022-03-16,3.610234217744294e-06,9.238582647530702e-06,0.0001115758876482,0.0035130998289431624,0.024758836806279896,0.01933333333333333,9.238582647530702e-06,0.004057051243886952,0.021,0.011,-0.026,0,Low
Beldex,BDX,0.101366,0.018,0.013,0.44,172723.0,152144019.0,2022-03-16,2.4593088895990355e-06,2.9813254887637542e-06,0.0001113044948195,0.0011352598750529917,0.24509793960782292,0.157,2.9813254887637542e-06,0.004051443069987513,0.018,0.013,0.44,1,Low
Poollotto.finance,PLT,17.61,0.004,0.004,0.015,737205.0,152110576.0,2022-03-16,0.0004272480928144,1.2724698256422614e-05,0.0001112613988177,0.0048465071882970185,0.006350852961085883,0.007666666666666666,1.2724698256422614e-05,0.0040505525163431425,0.004,0.004,0.015,1,Low
Biconomy,BICO,1.31,0.012,0.077,0.035,29389338.0,151360962.0,2022-03-16,3.178279392390731e-05,0.0005072814997266,0.000110295415912,0.1941672252320912,0.03295957119462165,0.04133333333333333,0.0005072814997266905,0.0040305910451960865,0.012,0.077,0.035,1,High
FEG Token,FEG,3.708e-09,0.017,0.009,0.024,1093047.0,151073649.0,2022-03-16,5.3957964707514116e-14,1.886679180836805e-05,0.0001099251727648,0.007235192948837821,0.007505553499465136,0.016666666666666666,1.886679180836805e-05,0.004022940187341679,0.017,0.009,0.024,1,Low
BNB48 Club Token,KOGE,75.36,0.0,0.0,0.0,1093047.0,151006279.0,2022-03-16,0.0018283598112761,1.886679180836805e-05,0.0001098383570591,0.0072384208606318945,0.0,0.0,1.886679180836805e-05,0.004021146191616976,0.0,0.0,0.0,1,Low
Ion,ION,7053.41,0.0069999999999999,0.001,-0.143,100410.0,150512232.0,2022-03-16,0.1711275394997963,1.7331501440269595e-06,0.0001092017081217,0.0006671218589064575,0.08492349498224853,0.05033333333333329,1.7331501440269595e-06,0.0040079902140928245,0.0069999999999999,0.001,-0.143,0,Low
MMFinance,MMF,1.1,0.015,0.043,0.325,41252022.0,150442869.0,2022-03-16,2.668784222041003e-05,0.0007120401142386,0.0001091123241557,0.2742039039417681,0.17146817002969775,0.12766666666666668,0.0007120401142386546,0.004006143146771279,0.015,0.043,0.325,1,High
Origin Dollar,OUSD,0.993428,0.001,-0.002,0.001,886336.0,150338408.0,2022-03-16,2.4102227015909493e-05,1.5298808545526137e-05,0.0001089777114879,0.005895605865402007,0.0017320508075688772,0.0013333333333333333,1.5298808545526137e-05,0.004003361454810493,0.001,-0.002,0.001,0,Low
Verge,XVG,0.009127060437,0.024,0.027,-0.047,4578538.0,149908633.0,2022-03-16,2.2143773600241666e-07,7.902891937190427e-05,0.0001084238860481,0.030542190322021014,0.04188476254359493,0.03266666666666667,7.902891937190427e-05,0.003991916976369287,0.024,0.027,-0.047,0,Medium
Kishu Inu,KISHU,1.544e-09,0.046,0.094,0.147,7104908.0,149823531.0,2022-03-16,1.455700486713508e-15,0.0001226359159794,0.0001083142201704,0.04742184323502561,0.05052062285179522,0.09566666666666668,0.00012263591597946717,0.003989650795217979,0.046,0.094,0.147,1,Medium
Band Protocol,BAND,3.62,0.027,0.05,0.043,25806815.0,149778191.0,2022-03-16,8.782726266237746e-05,0.0004454445287733,0.0001082557932134,0.17230021826074798,0.011789826122551597,0.04,0.00044544452877330045,0.0039884434363615445,0.027,0.05,0.043,1,High
Tokamak Network,TON,3.57,0.01,0.025,-0.024,2216118.0,149004019.0,2022-03-16,8.661417892344954e-05,3.82518198474329e-05,0.000107258163876,0.014872873999459035,0.0251064400768674,0.01966666666666667,3.82518198474329e-05,0.00396782801023442,0.01,0.025,-0.024,0,Medium
Storj,STORJ,1.04,0.023,0.042,0.106,29384442.0,147999404.0,2022-03-16,2.523214173369652e-05,0.0005071969911806,0.0001059635763726,0.1985443265703962,0.0434856298103178,0.056999999999999995,0.0005071969911806776,0.003941076117478415,0.023,0.042,0.106,1,High
VeThor Token,VTHO,0.003245192677,0.021,-0.004,0.062,5301268.0,147086117.0,2022-03-16,7.873377331880829e-08,9.150376852629732e-05,0.0001047866778221,0.03604193317578708,0.033321664624285104,0.028999999999999998,9.15037685262973e-05,0.003916756198027229,0.021,-0.004,0.062,0,Medium
USDX,USDX,0.969027,0.008,0.015,0.001,876536.0,146788183.0,2022-03-16,2.3510217889637885e-05,1.5129653367640824e-05,0.0001044027480249,0.005971434362669371,0.007,0.008,1.5129653367640824e-05,0.003908822513564656,0.008,0.015,0.001,1,Low
OriginTrail,TRAC,0.400529,0.016,0.009,-0.042,2381151.0,146343514.0,2022-03-16,9.717504301376934e-06,4.1100410303754e-05,0.0001038297295745,0.016270970505737618,0.03165964834506747,0.022333333333333334,4.1100410303753995e-05,0.0038969814227986215,0.016,0.009,-0.042,0,Medium
Merit Circle,MC,2.09,0.025,0.068,0.036,25892084.0,146317069.0,2022-03-16,5.070690025118294e-05,0.0004469163341674,0.0001037956514784,0.17695873883312957,0.022338307903688678,0.043000000000000003,0.0004469163341674946,0.0038962772188957016,0.025,0.068,0.036,1,High
